ID,월,일,측정 시간대,섭씨 온도(°⁣C),절대 온도(K),이슬점 온도(°C),상대 습도 (%),대기압(mbar),포화 증기압(mbar),실제 증기압(mbar),증기압 부족량(mbar),수증기 함량 (g/kg),공기 밀도 (g/m**3),풍향 (deg),풍속 (m/s)
TRAIN_00207,8,29,오후,22.3,296.2,12.44,53.6,991.24,26.97,14.46,12.51,9.12,1162.27,245.9,4.1
TRAIN_00208,5,19,저녁,14.26,288.31,8.9,70.1,989.2,16.28,11.41,4.87,7.21,1193.71,234.5,0.99
TRAIN_00209,8,4,저녁,21.35,295.76,17.28,77.6,985.29,25.45,19.75,5.7,12.56,1156.62,28.24,2.13
TRAIN_00210,12,1,새벽,3.78,277.05,0.79,80.7,998.69,8.01,6.47,1.55,4.04,1253.16,237.0,1.48
TRAIN_00211,11,9,저녁,1.78,276.75,-1.19,80.6,977.21,6.95,5.6,1.35,3.57,1235.51,207.1,1.51
TRAIN_00212,2,27,오전,-1.69,272.72,-5.17,77.0,984.08,5.39,4.15,1.24,2.63,1260.79,9.49,2.82
TRAIN_00213,1,14,저녁,2.36,277.27,-1.67,74.6,978.08,7.24,5.4,1.84,3.44,1234.08,180.8,2.35
TRAIN_00214,11,16,저녁,9.4,283.62,7.17,85.9,986.95,11.81,10.14,1.66,6.42,1212.06,207.2,5.01
TRAIN_00215,5,10,오후,21.5,295.9,9.42,46.04,985.4,25.69,11.83,13.86,7.5,1159.7,79.5,3.55
TRAIN_00216,1,23,저녁,3.67,276.25,1.77,87.3,1007.35,7.95,6.94,1.01,4.3,1264.32,227.1,0.64
TRAIN_00217,4,3,오전,13.55,287.83,4.91,55.81,986.43,15.55,8.68,6.87,5.49,1194.55,144.9,2.53
TRAIN_00218,11,23,저녁,8.33,282.05,6.46,88.0,993.03,10.98,9.66,1.32,6.08,1224.42,235.7,0.87
TRAIN_00219,6,16,오후,16.75,291.73,13.85,83.0,978.35,19.1,15.85,3.25,10.14,1168.4,181.9,2.3
TRAIN_00220,4,27,오전,6.06,281.01,-1.86,56.66,977.91,9.4,5.33,4.07,3.39,1217.53,210.7,9.53
TRAIN_00221,11,8,새벽,2.0,276.64,1.31,95.2,981.4,7.06,6.72,0.34,4.27,1239.28,180.6,0.71
TRAIN_00222,2,12,저녁,4.0,279.38,-2.0,64.77,972.46,8.14,5.27,2.87,3.38,1219.78,77.1,1.43
TRAIN_00223,4,25,저녁,4.73,279.71,-0.48,68.85,977.37,8.56,5.9,2.67,3.76,1222.45,178.8,3.95
TRAIN_00224,5,20,오후,19.19,293.09,6.53,43.59,991.22,22.27,9.71,12.56,6.11,1176.75,221.6,3.25
TRAIN_00225,5,16,오전,6.8,280.65,1.64,69.54,991.47,9.89,6.88,3.01,4.33,1230.46,263.8,1.93
TRAIN_00226,7,9,오전,16.85,290.68,12.64,76.2,991.95,19.22,14.65,4.58,9.24,1184.88,253.4,1.07
TRAIN_00227,12,27,오전,5.07,277.83,-0.03,69.48,1005.06,8.77,6.1,2.68,3.78,1255.5,258.6,3.8
TRAIN_00228,11,7,새벽,1.7,276.76,0.16,89.5,976.17,6.91,6.18,0.73,3.95,1234.27,211.4,1.67
TRAIN_00229,6,4,오후,21.0,295.34,17.16,78.7,986.11,24.91,19.6,5.31,12.46,1159.03,46.83,0.83
TRAIN_00230,2,2,오전,11.33,285.53,6.11,70.2,987.34,13.43,9.43,4.0,5.96,1204.64,209.5,9.35
TRAIN_00231,5,31,오전,18.51,293.0,12.82,69.43,984.24,21.34,14.82,6.53,9.42,1168.85,164.8,1.39
TRAIN_00232,11,29,저녁,-4.99,267.66,-7.12,84.9,1006.69,4.21,3.58,0.64,2.21,1305.97,273.6,0.5
TRAIN_00233,6,8,새벽,12.28,286.02,9.48,83.0,992.93,14.31,11.87,2.43,7.47,1206.33,202.4,0.87
TRAIN_00234,11,11,저녁,0.66,274.15,-1.33,86.4,995.8,6.41,5.54,0.87,3.47,1264.21,31.19,3.1
TRAIN_00235,12,25,오전,7.96,281.5,3.95,75.7,995.25,10.71,8.11,2.6,5.08,1229.5,209.8,4.58
TRAIN_00236,2,19,저녁,2.27,275.89,-2.99,68.07,994.16,7.19,4.9,2.3,3.07,1255.08,249.9,1.44
TRAIN_00237,6,18,저녁,14.89,288.77,11.65,80.9,991.28,16.96,13.72,3.24,8.65,1192.56,248.3,2.13
TRAIN_00238,1,19,저녁,-7.12,266.93,-9.62,82.2,988.36,3.57,2.94,0.64,1.85,1292.73,198.2,0.98
TRAIN_00239,12,11,새벽,6.14,280.24,3.27,81.8,988.25,9.45,7.73,1.72,4.88,1228.98,177.1,1.72
TRAIN_00240,12,12,오전,6.7,280.11,4.78,87.5,996.99,9.83,8.6,1.23,5.38,1236.96,276.8,2.24
TRAIN_00241,11,19,오전,8.52,283.26,4.32,74.8,980.64,11.13,8.32,2.8,5.3,1208.89,190.1,3.55
TRAIN_00242,8,19,오후,25.03,299.55,11.79,43.57,984.18,31.78,13.85,17.94,8.8,1143.65,180.0,4.76
TRAIN_00243,11,13,오전,1.64,274.65,-4.07,65.67,1001.87,6.88,4.52,2.36,2.81,1267.9,177.2,2.2
TRAIN_00244,7,1,오전,18.42,292.44,13.5,73.0,989.73,21.22,15.49,5.73,9.8,1175.47,158.2,1.44
TRAIN_00245,5,11,오후,20.95,295.83,8.65,45.19,979.79,24.83,11.22,13.61,7.16,1155.49,90.4,5.4
TRAIN_00246,4,16,저녁,11.56,286.52,5.29,65.29,978.19,13.64,8.91,4.73,5.68,1192.72,191.4,2.59
TRAIN_00247,4,26,오후,6.58,281.88,-3.59,48.04,973.72,9.74,4.68,5.06,3.0,1210.35,224.7,6.23
TRAIN_00248,8,30,새벽,16.47,289.88,11.37,71.8,997.04,18.76,13.47,5.29,8.45,1193.09,230.4,0.91
TRAIN_00249,10,7,오후,10.17,283.92,6.44,77.6,992.7,12.43,9.65,2.79,6.07,1216.06,50.67,2.27
TRAIN_00250,4,30,새벽,3.98,277.85,0.17,76.1,991.07,8.13,6.18,1.94,3.89,1242.82,197.2,0.86
TRAIN_00251,5,29,새벽,15.22,289.9,14.62,96.2,981.75,17.32,16.66,0.66,10.63,1178.33,253.7,0.51
TRAIN_00252,12,18,저녁,3.58,276.37,2.53,92.8,1004.72,7.9,7.33,0.57,4.55,1261.25,29.2,0.88
TRAIN_00253,3,13,오전,0.93,273.44,-1.1,86.2,1008.35,6.54,5.63,0.9,3.48,1278.86,29.36,5.35
TRAIN_00254,8,8,오전,25.31,299.22,14.61,51.52,991.22,32.32,16.65,15.67,10.51,1149.56,222.5,4.22
TRAIN_00255,11,27,새벽,-0.87,273.12,-0.99,99.1,989.4,5.73,5.68,0.05,3.58,1263.07,223.5,1.06
TRAIN_00256,1,11,오후,4.38,280.51,3.43,93.5,963.54,8.36,7.82,0.54,5.06,1205.69,154.5,0.93
TRAIN_00257,8,14,오전,20.91,294.42,12.96,60.38,995.9,24.77,14.96,9.81,9.4,1173.06,349.3,1.57
TRAIN_00258,8,10,오후,15.39,289.18,6.73,56.19,992.36,17.51,9.84,7.67,6.19,1193.57,265.8,3.09
TRAIN_00259,5,26,새벽,12.86,286.88,11.16,89.4,989.6,14.86,13.29,1.58,8.39,1199.17,124.6,0.31
TRAIN_00260,11,27,오전,3.2,277.21,3.09,99.2,989.33,7.69,7.63,0.06,4.81,1243.45,256.9,3.28
TRAIN_00261,1,20,저녁,-1.05,272.86,-3.42,83.8,990.45,5.66,4.74,0.92,2.98,1265.69,255.0,3.26
TRAIN_00262,5,24,오후,11.07,285.34,9.41,89.5,986.47,13.2,11.82,1.39,7.49,1203.57,257.8,2.6
TRAIN_00263,9,18,오전,13.23,287.47,11.53,89.4,986.89,15.23,13.61,1.61,8.62,1194.18,26.37,5.73
TRAIN_00264,6,9,오전,14.18,288.1,9.92,75.5,990.81,16.2,12.23,3.97,7.71,1195.62,312.2,1.23
TRAIN_00265,9,10,오후,28.25,302.4,15.35,45.49,988.63,38.41,17.47,20.94,11.07,1134.99,148.3,1.62
TRAIN_00266,4,22,오전,3.73,277.43,1.08,82.8,993.18,7.98,6.61,1.37,4.15,1246.42,179.6,0.62
TRAIN_00267,12,29,새벽,3.42,275.41,1.8,89.1,1014.83,7.81,6.96,0.85,4.27,1274.92,291.9,0.79
TRAIN_00268,2,23,오전,0.04,274.54,-0.33,97.3,983.05,6.13,5.96,0.17,3.78,1250.61,119.6,0.4
TRAIN_00269,7,19,오후,27.58,301.3,13.43,41.77,993.5,36.94,15.43,21.51,9.72,1144.05,43.12,3.09
TRAIN_00270,8,3,저녁,18.16,292.4,16.74,91.4,987.1,20.88,19.09,1.8,12.11,1171.75,217.5,1.36
TRAIN_00271,10,9,새벽,7.07,280.5,5.67,90.8,996.61,10.08,9.15,0.93,5.73,1234.62,223.4,0.96
TRAIN_00272,8,8,저녁,24.8,298.79,9.28,37.35,990.3,31.35,11.71,19.64,7.39,1152.64,267.5,1.53
TRAIN_00273,5,27,새벽,9.85,283.86,8.58,91.8,989.63,12.17,11.17,1.0,7.05,1212.95,216.4,0.4
TRAIN_00274,12,4,오후,0.04,273.02,-3.16,78.9,1002.27,6.13,4.83,1.29,3.01,1275.68,88.3,0.3
TRAIN_00275,12,21,새벽,-3.7,269.59,-5.41,87.8,998.31,4.64,4.08,0.57,2.54,1288.62,37.98,1.04
TRAIN_00276,7,28,저녁,19.77,293.96,13.36,66.51,987.78,23.09,15.36,7.73,9.73,1167.79,214.2,0.45
TRAIN_00277,4,28,저녁,5.61,279.58,-1.61,59.59,989.86,9.11,5.43,3.68,3.42,1234.42,264.2,0.97
TRAIN_00278,7,6,오전,15.53,289.35,7.46,58.57,992.09,17.67,10.35,7.32,6.51,1192.43,263.3,3.39
TRAIN_00279,7,20,새벽,17.63,291.3,13.91,78.8,993.87,20.2,15.91,4.28,10.02,1183.43,71.9,0.44
TRAIN_00280,1,17,오후,-2.25,271.32,-4.97,81.5,994.64,5.17,4.22,0.96,2.64,1276.97,19.62,1.81
TRAIN_00281,3,11,저녁,1.8,274.77,0.88,93.6,1002.44,6.96,6.51,0.45,4.05,1266.93,24.48,3.1
TRAIN_00282,12,30,저녁,-0.78,271.69,-3.1,84.2,1008.89,5.77,4.86,0.91,3.0,1287.98,168.2,0.82
TRAIN_00283,7,25,저녁,21.58,295.44,17.62,78.2,991.71,25.81,20.18,5.63,12.76,1163.11,69.15,0.27
TRAIN_00284,9,8,오전,17.21,291.34,13.54,79.0,988.43,19.67,15.54,4.13,9.84,1178.78,164.3,0.76
TRAIN_00285,11,6,오후,7.0,282.34,1.46,67.7,973.25,10.03,6.79,3.24,4.35,1206.98,235.3,2.3
TRAIN_00286,8,23,오전,24.48,297.58,13.73,51.14,1000.65,30.76,15.73,15.03,9.84,1164.21,22.61,2.03
TRAIN_00287,1,8,오전,4.95,279.96,-1.58,62.5,977.1,8.7,5.44,3.26,3.47,1221.33,220.2,3.75
TRAIN_00288,4,30,새벽,3.51,277.39,0.11,78.3,990.94,7.86,6.16,1.71,3.87,1244.77,125.9,0.62
TRAIN_00289,4,10,오후,9.63,283.76,3.22,64.2,988.12,11.99,7.7,4.29,4.86,1213.65,76.2,4.2
TRAIN_00290,11,20,오전,8.73,283.68,0.49,56.09,978.12,11.28,6.33,4.96,4.03,1205.81,174.9,7.2
TRAIN_00291,12,23,오후,5.3,277.88,1.41,75.9,1007.22,8.91,6.76,2.15,4.19,1256.88,178.1,1.63
TRAIN_00292,5,25,오전,13.28,287.37,9.82,79.5,988.75,15.28,12.14,3.13,7.68,1196.91,216.6,1.83
TRAIN_00293,11,10,오후,2.5,277.13,1.06,90.2,981.48,7.31,6.6,0.72,4.19,1237.19,231.6,0.33
TRAIN_00294,5,20,오후,19.41,293.32,7.13,44.82,991.03,22.58,10.12,12.46,6.38,1175.46,240.6,3.43
TRAIN_00295,8,11,새벽,5.5,278.92,4.3,91.9,996.74,9.04,8.31,0.73,5.2,1242.11,154.9,0.62
TRAIN_00296,2,27,저녁,1.23,275.62,-3.36,71.3,984.46,6.68,4.76,1.92,3.01,1247.56,9.85,0.76
TRAIN_00297,11,19,오전,6.4,281.07,4.09,85.1,981.39,9.62,8.19,1.43,5.21,1219.06,190.6,1.23
TRAIN_00298,4,9,저녁,6.0,280.44,0.75,68.93,984.19,9.36,6.45,2.91,4.09,1225.11,188.1,0.44
TRAIN_00299,8,21,오후,21.39,295.34,8.53,43.63,990.66,25.51,11.13,14.38,7.02,1166.66,219.2,5.84
TRAIN_00300,9,27,오전,16.92,290.1,13.45,80.0,999.79,19.31,15.45,3.86,9.67,1193.65,132.2,1.08
TRAIN_00301,6,3,저녁,17.06,291.46,14.52,85.0,985.17,19.48,16.56,2.92,10.52,1175.02,11.92,1.99
TRAIN_00302,1,28,오전,10.97,284.97,6.09,71.8,989.69,13.12,9.42,3.7,5.94,1209.05,247.8,3.98
TRAIN_00303,4,23,오전,4.73,279.09,0.75,75.3,985.1,8.57,6.45,2.12,4.08,1231.86,38.5,3.24
TRAIN_00304,3,31,오후,5.72,280.03,3.59,86.1,985.78,9.18,7.9,1.28,5.0,1227.63,39.4,3.87
TRAIN_00305,7,22,오전,15.94,289.91,15.74,98.7,990.23,18.14,17.9,0.24,11.32,1185.05,171.7,1.22
TRAIN_00306,1,23,오후,4.42,277.4,2.52,87.4,1002.26,8.38,7.33,1.06,4.56,1254.34,258.5,3.36
TRAIN_00307,7,6,오후,19.95,293.77,6.56,41.67,992.18,23.35,9.73,13.62,6.12,1174.83,272.6,2.84
TRAIN_00308,12,5,오전,-8.52,264.54,-9.59,91.9,1001.29,3.2,2.95,0.26,1.83,1316.59,106.5,0.74
TRAIN_00309,9,28,오전,19.49,292.73,12.7,64.81,999.03,22.69,14.71,7.98,9.21,1182.59,201.5,3.8
TRAIN_00310,9,21,오전,14.55,288.21,9.47,71.5,993.92,16.59,11.86,4.73,7.46,1198.01,164.3,1.39
TRAIN_00311,1,8,새벽,4.16,279.47,-0.93,69.34,973.32,8.23,5.7,2.52,3.65,1219.97,218.4,1.91
TRAIN_00312,9,2,오전,18.0,291.55,11.9,67.47,995.35,20.67,13.95,6.72,8.76,1184.59,113.7,0.75
TRAIN_00313,7,9,저녁,19.35,293.25,11.8,61.62,991.24,22.49,13.86,8.63,8.74,1174.26,232.9,1.59
TRAIN_00314,3,27,오후,10.61,284.93,4.15,64.23,985.88,12.81,8.23,4.58,5.21,1206.46,239.2,2.31
TRAIN_00315,12,20,오후,-0.56,272.81,-2.25,88.3,997.31,5.86,5.18,0.69,3.23,1271.99,338.1,1.36
TRAIN_00316,8,24,새벽,17.33,290.52,14.62,84.1,999.61,19.82,16.67,3.15,10.44,1191.19,234.9,0.42
TRAIN_00317,9,17,새벽,15.09,289.38,14.31,95.1,986.36,17.18,16.34,0.84,10.37,1184.59,25.86,1.64
TRAIN_00318,6,1,새벽,16.14,290.55,14.38,89.3,985.03,18.37,16.41,1.97,10.43,1178.65,235.0,0.63
TRAIN_00319,10,8,저녁,7.66,281.06,5.95,88.9,996.98,10.49,9.33,1.16,5.84,1232.4,94.4,0.36
TRAIN_00320,4,2,새벽,0.06,273.62,-0.2,98.1,994.93,6.14,6.02,0.12,3.77,1265.65,151.1,0.28
TRAIN_00321,4,5,오전,13.83,288.64,10.11,78.2,980.12,15.83,12.38,3.45,7.9,1184.03,137.7,0.79
TRAIN_00322,5,27,오전,12.21,286.16,9.4,82.9,990.35,14.24,11.8,2.43,7.45,1203.5,170.0,0.56
TRAIN_00323,7,28,저녁,20.1,294.29,13.31,64.96,987.86,23.57,15.31,8.26,9.7,1166.59,233.3,1.19
TRAIN_00324,7,11,저녁,22.93,297.39,12.64,52.29,984.77,28.02,14.65,13.37,9.31,1152.1,258.3,1.73
TRAIN_00325,1,27,새벽,9.28,283.1,4.19,70.4,991.9,11.71,8.25,3.47,5.19,1219.56,212.3,6.05
TRAIN_00326,2,23,저녁,2.77,277.16,-0.12,81.2,984.59,7.46,6.05,1.4,3.83,1240.16,249.5,2.72
TRAIN_00327,9,8,오후,28.36,302.81,14.83,43.69,985.19,38.66,16.89,21.77,10.73,1130.86,179.3,2.84
TRAIN_00328,11,30,저녁,3.26,276.45,-1.17,72.6,999.56,7.72,5.61,2.12,3.5,1257.04,256.8,2.46
TRAIN_00329,12,16,새벽,0.16,273.07,-2.66,81.2,1003.25,6.18,5.02,1.16,3.12,1276.28,178.7,3.01
TRAIN_00330,8,5,저녁,17.48,291.11,12.53,72.7,994.35,20.01,14.54,5.46,9.15,1185.23,261.9,3.02
TRAIN_00331,2,12,새벽,-0.15,274.7,-1.6,89.9,978.68,6.04,5.43,0.61,3.46,1246.18,209.3,1.12
TRAIN_00332,9,22,오전,6.74,280.25,6.51,98.4,995.66,9.85,9.69,0.16,6.08,1234.63,221.9,1.29
TRAIN_00333,12,22,새벽,-2.28,270.73,-3.74,89.6,1002.03,5.17,4.63,0.54,2.88,1286.37,191.5,1.97
TRAIN_00334,5,13,저녁,18.23,293.57,3.91,38.55,974.33,20.97,8.09,12.89,5.18,1161.17,35.93,1.24
TRAIN_00335,7,8,새벽,14.8,288.58,9.12,68.72,992.51,16.86,11.59,5.27,7.29,1195.39,216.1,0.79
TRAIN_00336,2,22,새벽,10.5,285.27,6.93,78.5,980.44,12.71,9.98,2.73,6.36,1199.44,215.0,7.74
TRAIN_00337,10,2,저녁,12.72,286.78,5.39,60.9,989.12,14.73,8.97,5.76,5.66,1201.17,204.5,0.5
TRAIN_00338,9,27,저녁,12.11,285.23,11.13,93.7,1000.48,14.15,13.25,0.89,8.28,1215.63,177.6,0.96
TRAIN_00339,5,7,오후,21.99,296.16,3.93,30.6,988.17,26.47,8.1,18.37,5.11,1162.71,85.0,4.84
TRAIN_00340,4,25,오후,6.86,281.65,-1.65,54.49,979.81,9.93,5.41,4.52,3.44,1216.41,211.9,6.03
TRAIN_00341,9,25,새벽,9.13,282.6,8.39,95.1,996.17,11.59,11.03,0.57,6.91,1224.19,182.7,1.27
TRAIN_00342,10,9,오전,8.92,282.3,4.02,71.3,997.23,11.43,8.15,3.28,5.1,1227.75,284.8,1.58
TRAIN_00343,3,10,새벽,-3.06,271.01,-4.4,90.4,988.23,4.87,4.4,0.47,2.78,1272.43,159.3,0.34
TRAIN_00344,2,4,저녁,2.07,275.56,0.32,88.1,995.86,7.1,6.25,0.84,3.91,1257.47,257.4,2.59
TRAIN_00345,3,28,새벽,3.89,278.24,2.07,87.9,985.07,8.07,7.09,0.98,4.49,1235.27,207.6,1.73
TRAIN_00346,10,13,오전,7.12,280.81,5.53,89.6,993.41,10.11,9.06,1.05,5.69,1230.45,64.71,2.04
TRAIN_00347,8,5,새벽,14.43,288.61,13.72,95.5,987.67,16.46,15.72,0.74,9.96,1189.17,235.7,0.8
TRAIN_00348,11,13,저녁,-0.83,272.04,-4.26,77.4,1003.79,5.75,4.45,1.3,2.76,1281.87,223.3,1.22
TRAIN_00349,10,17,오전,11.8,285.23,11.32,96.9,996.71,13.86,13.43,0.43,8.42,1212.26,143.1,0.47
TRAIN_00350,11,15,새벽,0.16,273.23,-3.34,77.2,1001.07,6.18,4.77,1.41,2.97,1273.63,191.7,1.43
TRAIN_00351,12,30,오후,1.62,274.05,1.1,96.3,1009.39,6.87,6.61,0.25,4.09,1276.52,223.2,1.42
TRAIN_00352,5,15,오후,6.45,280.44,1.8,72.1,989.57,9.65,6.96,2.69,4.39,1229.63,252.7,4.92
TRAIN_00353,1,6,저녁,-4.69,270.29,-5.54,93.7,976.63,4.31,4.04,0.27,2.58,1265.27,8.52,2.1
TRAIN_00354,12,1,저녁,6.01,279.95,2.46,77.9,990.23,9.36,7.29,2.07,4.59,1232.22,263.0,4.38
TRAIN_00355,10,18,오후,13.57,287.28,10.82,83.4,993.35,15.57,12.98,2.58,8.17,1200.89,192.8,0.46
TRAIN_00356,6,16,새벽,9.87,284.87,8.79,93.0,977.61,12.19,11.33,0.85,7.24,1197.99,214.7,2.38
TRAIN_00357,1,23,저녁,4.32,276.97,2.03,85.0,1006.4,8.32,7.07,1.25,4.38,1260.13,244.9,2.08
TRAIN_00358,1,5,오후,-1.75,273.67,-2.68,93.3,971.38,5.37,5.01,0.36,3.21,1244.37,21.36,2.64
TRAIN_00359,12,3,오전,-1.56,271.62,-4.04,83.1,999.76,5.45,4.53,0.92,2.82,1280.14,196.3,0.38
TRAIN_00360,3,6,오전,2.17,277.67,0.29,87.3,970.92,7.15,6.24,0.91,4.01,1225.46,260.8,1.5
TRAIN_00361,9,30,오전,15.76,289.92,11.29,74.7,987.95,17.93,13.4,4.54,8.48,1185.1,8.72,1.67
TRAIN_00362,2,19,오후,2.95,276.62,-2.85,65.53,993.51,7.55,4.95,2.6,3.1,1251.14,305.1,0.43
TRAIN_00363,8,4,오전,17.06,291.41,15.97,93.3,985.8,19.48,18.18,1.31,11.55,1175.04,195.3,1.29
TRAIN_00364,12,17,오후,1.8,274.17,-1.13,80.8,1010.14,6.96,5.62,1.34,3.47,1277.1,95.1,0.27
TRAIN_00365,6,15,오전,14.86,290.12,12.47,85.6,974.87,16.92,14.49,2.44,9.3,1172.48,148.9,1.33
TRAIN_00366,12,10,오전,6.63,280.03,3.77,81.9,997.05,9.78,8.01,1.77,5.01,1237.62,193.3,0.72
TRAIN_00367,7,13,오전,17.41,291.74,14.18,81.3,986.02,19.92,16.19,3.72,10.28,1174.79,224.7,0.81
TRAIN_00368,5,23,저녁,12.53,287.04,11.35,92.5,983.69,14.54,13.45,1.09,8.55,1193.28,184.2,1.42
TRAIN_00369,6,28,새벽,14.7,288.54,13.76,94.1,991.83,16.75,15.76,0.99,9.94,1193.07,229.0,1.07
TRAIN_00370,11,27,오전,3.49,277.41,2.88,95.8,990.33,7.85,7.52,0.33,4.73,1243.48,256.1,1.84
TRAIN_00371,1,8,오전,3.92,279.1,-1.53,67.49,974.95,8.09,5.46,2.63,3.49,1223.18,139.1,0.91
TRAIN_00372,1,30,오후,7.67,281.92,2.47,69.54,986.5,10.5,7.3,3.2,4.62,1220.3,198.7,5.56
TRAIN_00373,3,20,오전,3.94,277.81,0.33,77.2,991.19,8.1,6.26,1.85,3.94,1243.1,273.5,1.95
TRAIN_00374,10,5,오후,8.92,281.82,4.57,74.1,1003.24,11.43,8.47,2.96,5.27,1235.02,26.18,2.97
TRAIN_00375,12,17,오후,2.77,275.18,-1.62,72.7,1009.65,7.46,5.42,2.04,3.35,1272.07,217.7,0.78
TRAIN_00376,6,14,오전,18.12,293.45,12.32,68.87,974.43,20.83,14.34,6.48,9.21,1158.9,242.5,2.22
TRAIN_00377,5,24,새벽,11.94,286.5,10.6,91.5,982.97,13.99,12.8,1.19,8.14,1195.17,256.2,4.47
TRAIN_00378,10,21,오전,5.31,279.57,3.89,90.5,986.32,8.92,8.07,0.85,5.11,1230.05,184.0,0.66
TRAIN_00379,6,22,오후,25.77,299.23,16.56,56.83,996.51,33.21,18.87,14.34,11.87,1152.97,55.82,2.41
TRAIN_00380,4,7,새벽,7.11,281.71,3.66,78.6,982.2,10.1,7.94,2.16,5.04,1217.09,258.8,3.36
TRAIN_00381,5,24,새벽,12.02,286.61,10.65,91.3,982.66,14.06,12.84,1.22,8.17,1194.44,258.3,4.38
TRAIN_00382,7,13,새벽,15.96,290.29,12.0,77.3,985.92,18.16,14.04,4.12,8.91,1181.54,266.2,0.4
TRAIN_00383,7,6,오후,19.02,292.82,6.42,43.73,992.43,22.04,9.64,12.4,6.06,1178.91,289.7,2.91
TRAIN_00384,12,13,저녁,4.43,277.84,3.11,91.1,996.89,8.39,7.64,0.75,4.78,1247.42,185.9,0.74
TRAIN_00385,5,31,저녁,18.43,292.91,13.74,74.1,984.35,21.24,15.74,5.5,10.0,1168.89,257.3,4.37
TRAIN_00386,2,10,저녁,3.32,278.94,0.01,78.8,969.49,7.75,6.11,1.64,3.93,1218.64,202.1,0.73
TRAIN_00387,9,11,새벽,15.78,289.82,13.85,88.3,989.46,17.96,15.85,2.1,10.03,1185.72,144.3,1.39
TRAIN_00388,3,3,저녁,-0.58,274.22,-2.81,84.8,979.26,5.85,4.96,0.89,3.16,1249.1,195.1,0.8
TRAIN_00389,1,14,새벽,2.28,276.38,-0.74,80.4,988.1,7.2,5.79,1.41,3.65,1246.95,230.2,0.58
TRAIN_00390,8,6,오후,20.94,294.27,12.25,57.54,997.98,24.82,14.28,10.54,8.95,1175.71,253.3,2.62
TRAIN_00391,8,1,저녁,19.35,293.21,8.16,48.27,991.68,22.49,10.86,11.64,6.84,1176.14,232.7,0.81
TRAIN_00392,3,5,저녁,5.63,281.26,3.87,88.4,969.61,9.12,8.06,1.06,5.19,1207.77,191.0,0.74
TRAIN_00393,7,17,새벽,17.04,290.61,14.77,86.5,995.14,19.46,16.83,2.63,10.59,1186.94,296.9,0.31
TRAIN_00394,7,25,오후,27.24,301.2,14.9,46.87,990.78,36.21,16.97,19.24,10.73,1141.52,11.5,0.4
TRAIN_00395,12,15,오전,3.69,276.66,3.08,95.8,1002.35,7.96,7.63,0.33,4.75,1257.63,77.9,1.71
TRAIN_00396,12,23,저녁,-0.65,272.23,-1.55,93.6,1003.57,5.82,5.45,0.37,3.39,1280.27,76.1,0.45
TRAIN_00397,5,28,오전,14.14,288.22,12.12,87.6,988.84,16.15,14.15,2.0,8.95,1192.51,44.2,3.18
TRAIN_00398,8,19,오후,25.2,299.75,12.39,44.88,983.83,32.11,14.41,17.7,9.16,1142.34,46.77,1.79
TRAIN_00399,3,24,오전,4.51,278.71,-0.76,68.5,987.03,8.44,5.78,2.66,3.65,1235.56,310.0,1.12
TRAIN_00400,3,6,오전,4.37,279.79,0.08,73.6,972.05,8.35,6.15,2.2,3.94,1217.23,229.8,3.66
TRAIN_00401,3,15,새벽,1.06,274.33,-1.64,82.1,998.6,6.6,5.42,1.18,3.38,1265.99,228.0,0.18
TRAIN_00402,3,3,새벽,1.66,276.9,-0.08,88.2,973.99,6.89,6.07,0.81,3.89,1231.72,194.9,1.26
TRAIN_00403,1,25,오후,9.65,282.85,7.39,85.8,999.56,12.01,10.3,1.71,6.44,1226.44,225.6,2.26
TRAIN_00404,2,8,저녁,5.69,281.2,1.7,75.4,971.11,9.16,6.91,2.25,4.44,1209.92,209.0,7.12
TRAIN_00405,11,19,오후,5.56,280.18,3.85,88.7,981.94,9.08,8.05,1.03,5.12,1223.49,210.9,2.79
TRAIN_00406,12,1,오후,5.95,279.7,1.98,75.6,992.58,9.33,7.05,2.28,4.43,1235.53,252.0,4.18
TRAIN_00407,3,15,오후,2.71,275.99,1.52,91.8,998.58,7.43,6.82,0.61,4.26,1257.71,36.57,4.75
TRAIN_00408,11,7,오후,2.69,277.36,1.84,94.1,981.04,7.41,6.98,0.44,4.44,1235.6,209.1,0.65
TRAIN_00409,12,27,새벽,3.55,276.46,-1.98,66.96,1003.13,7.88,5.28,2.6,3.28,1260.36,244.2,2.3
TRAIN_00410,10,15,오후,15.11,289.39,10.15,72.2,986.56,17.2,12.42,4.78,7.87,1186.54,132.4,0.82
TRAIN_00411,11,17,오후,12.1,286.81,7.18,71.8,981.22,14.14,10.15,3.99,6.46,1193.58,206.6,5.97
TRAIN_00412,6,12,새벽,15.53,289.98,11.42,76.5,984.55,17.67,13.52,4.15,8.58,1181.88,261.9,0.41
TRAIN_00413,5,30,오전,15.64,290.78,15.15,96.9,976.35,17.8,17.24,0.55,11.06,1169.84,337.9,0.78
TRAIN_00414,4,29,오전,9.54,283.37,-0.11,50.83,991.7,11.92,6.06,5.86,3.81,1219.21,185.5,5.17
TRAIN_00415,7,13,오전,15.42,289.73,12.95,85.2,986.25,17.55,14.95,2.6,9.48,1183.73,256.3,1.75
TRAIN_00416,9,2,새벽,13.49,287.05,10.32,81.1,995.15,15.49,12.56,2.93,7.89,1203.62,134.5,0.72
